,DATE_TIME_CST,LATITUDE,LONGITUDE,WEATHER_ID,WEATHER_DESCRIPTION,WEATHER_ICON,TEMPERATURE,HUMIDITY_PERCENT,VISIBILITY_METERS,WIND_SPEED_MPH,DANGER_LEVELS
229,04-24-2022 19:41:51,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE
230,04-24-2022 19:41:52,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE
231,04-24-2022 19:41:56,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE
232,04-24-2022 19:41:57,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE
233,04-24-2022 19:41:59,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE
234,04-24-2022 19:42:01,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE
235,04-24-2022 19:42:02,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE
236,04-24-2022 19:42:03,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE
237,04-24-2022 19:42:05,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE
238,04-24-2022 19:42:08,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE
239,04-24-2022 19:42:10,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE
240,04-24-2022 19:42:11,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE
241,04-24-2022 19:42:14,32.95,-96.682,201,thunderstorm with rain,11d,66.6,87,4828,16.11,MODERATE
242,04-24-2022 19:42:28,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE
243,04-24-2022 19:42:36,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE
244,04-24-2022 19:42:37,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE
245,04-24-2022 19:42:41,32.9484,-96.707,201,thunderstorm with rain,11d,66.43,87,4828,16.11,MODERATE
246,04-24-2022 19:42:48,32.9484,-96.707,201,thunderstorm with rain,11d,66.43,87,4828,16.11,MODERATE
247,04-24-2022 19:42:50,32.9529,-96.765,201,thunderstorm with rain,11d,66.11,88,4828,16.11,MODERATE
248,04-24-2022 19:42:51,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE
249,04-24-2022 19:42:53,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE
250,04-24-2022 19:42:54,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE
251,04-24-2022 19:43:02,32.9529,-96.765,201,thunderstorm with rain,11d,66.11,88,4828,16.11,MODERATE
252,04-24-2022 19:43:03,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE
253,04-24-2022 19:43:04,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE
254,04-24-2022 19:43:05,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE
255,04-24-2022 19:43:07,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE
256,04-24-2022 19:43:15,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE
257,04-24-2022 19:43:17,32.9551,-96.682,201,thunderstorm with rain,11d,66.56,87,4828,16.11,MODERATE
258,04-24-2022 19:43:18,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
259,04-24-2022 19:43:19,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
260,04-24-2022 19:43:23,32.9556,-96.691,201,thunderstorm with rain,11d,66.56,87,4828,16.11,MODERATE
261,04-24-2022 19:43:24,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
262,04-24-2022 19:43:26,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
263,04-24-2022 19:43:27,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE
264,04-24-2022 19:43:28,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE
265,04-24-2022 19:43:30,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE
266,04-24-2022 19:43:31,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
267,04-24-2022 19:43:32,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE
268,04-24-2022 19:43:33,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE
269,04-24-2022 19:43:34,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
270,04-24-2022 19:43:36,32.9566,-96.765,201,thunderstorm with rain,11d,66.06,88,4828,16.11,MODERATE
271,04-24-2022 19:43:37,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
272,04-24-2022 19:43:38,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
273,04-24-2022 19:43:39,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE
274,04-24-2022 19:43:41,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
275,04-24-2022 19:43:42,32.9566,-96.765,201,thunderstorm with rain,11d,66.06,88,4828,16.11,MODERATE
276,04-24-2022 19:43:43,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE
277,04-24-2022 19:43:44,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
278,04-24-2022 19:43:46,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
279,04-24-2022 19:43:47,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE
280,04-24-2022 19:43:48,32.9576,-96.709,201,thunderstorm with rain,11d,66.34,87,4828,16.11,MODERATE
281,04-24-2022 19:43:49,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
282,04-24-2022 19:43:51,32.9566,-96.765,201,thunderstorm with rain,11d,66.06,88,4828,16.11,MODERATE
283,04-24-2022 19:43:52,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
284,04-24-2022 19:43:53,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
285,04-24-2022 19:43:54,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE
286,04-24-2022 19:43:56,32.9581,-96.696,201,thunderstorm with rain,11d,66.51,87,4828,16.11,MODERATE
287,04-24-2022 19:43:57,32.9566,-96.765,201,thunderstorm with rain,11d,66.06,88,4828,16.11,MODERATE
