ID,DATE_TIME_CST,LATITUDE,LONGITUDE,WEATHER_ID,WEATHER_DESCRIPTION,WEATHER_ICON,TEMPERATURE,HUMIDITY_PERCENT,VISIBILITY_METERS,WIND_SPEED_MPH,DANGER_LEVELS
68,4/24/2022 0:51,32.975,-96.716,802,scattered clouds,03n,72.75,74,10000,14.97,IGNORE
68,4/24/2022 0:54,32.975,-96.716,802,scattered clouds,03n,72.75,74,10000,14.97,IGNORE
892,4/24/2022 12:24,32.9232,-96.74,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
891,4/24/2022 12:24,32.9232,-96.74,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
890,4/24/2022 12:24,32.9232,-96.74,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
889,4/24/2022 12:24,32.9232,-96.74,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
888,4/24/2022 12:24,32.9251,-96.736,804,overcast clouds,04d,74.14,75,10000,12.66,IGNORE
887,4/24/2022 12:24,32.9251,-96.736,804,overcast clouds,04d,74.14,75,10000,12.66,IGNORE
886,4/24/2022 12:24,32.9251,-96.736,804,overcast clouds,04d,74.14,75,10000,12.66,IGNORE
789,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
790,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
791,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
792,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
861,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
793,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
862,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
863,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
864,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
747,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
748,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
794,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
795,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
874,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
796,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
797,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
865,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
866,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
885,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
686,4/24/2022 12:24,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
798,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
799,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
685,4/24/2022 12:24,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
684,4/24/2022 12:24,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
683,4/24/2022 12:24,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
682,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
867,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
825,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
800,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
801,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
802,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
803,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
804,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
805,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
873,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
872,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
884,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
879,4/24/2022 12:24,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
878,4/24/2022 12:24,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
844,4/24/2022 12:24,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
806,4/24/2022 12:24,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
877,4/24/2022 12:25,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
876,4/24/2022 12:25,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
845,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
846,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
858,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
706,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
705,4/24/2022 12:25,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
427,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
428,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
704,4/24/2022 12:25,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
703,4/24/2022 12:25,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
679,4/24/2022 12:25,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
814,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
697,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
680,4/24/2022 12:25,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
698,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
518,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
707,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
517,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
516,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
515,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
514,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
513,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
811,4/24/2022 12:25,32.9328,-96.711,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
813,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
807,4/24/2022 12:25,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
808,4/24/2022 12:25,32.9255,-96.729,804,overcast clouds,04d,74.16,75,10000,12.66,IGNORE
610,4/24/2022 12:25,32.9328,-96.711,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
460,4/24/2022 12:25,32.9333,-96.683,804,overcast clouds,04d,74.17,76,10000,12.66,IGNORE
459,4/24/2022 12:25,32.9333,-96.683,804,overcast clouds,04d,74.17,76,10000,12.66,IGNORE
458,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
457,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
456,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
455,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
454,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
453,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
452,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
451,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
450,4/24/2022 12:25,32.9336,-96.7,804,overcast clouds,04d,74.05,76,10000,12.66,IGNORE
609,4/24/2022 12:25,32.9328,-96.711,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
788,4/24/2022 12:25,32.9333,-96.683,804,overcast clouds,04d,74.17,76,10000,12.66,IGNORE
699,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
875,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
608,4/24/2022 12:25,32.9328,-96.711,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
848,4/24/2022 12:25,32.9336,-96.7,804,overcast clouds,04d,74.05,76,10000,12.66,IGNORE
852,4/24/2022 12:25,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
688,4/24/2022 12:25,32.9318,-96.687,804,overcast clouds,04d,74.12,76,10000,12.66,IGNORE
832,4/24/2022 12:25,32.9336,-96.7,804,overcast clouds,04d,74.05,76,10000,12.66,IGNORE
461,4/24/2022 12:26,32.9333,-96.683,804,overcast clouds,04d,74.17,76,10000,12.66,IGNORE
758,4/24/2022 12:26,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
759,4/24/2022 12:26,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
760,4/24/2022 12:26,32.9276,-96.718,804,overcast clouds,04d,74.07,76,10000,12.66,IGNORE
761,4/24/2022 12:26,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
432,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
700,4/24/2022 12:26,32.9352,-96.687,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
809,4/24/2022 12:26,32.9352,-96.687,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
439,4/24/2022 12:26,32.9354,-96.682,804,overcast clouds,04d,74.17,76,10000,12.66,IGNORE
586,4/24/2022 12:26,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
853,4/24/2022 12:26,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
587,4/24/2022 12:26,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
497,4/24/2022 12:26,32.9358,-96.712,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
498,4/24/2022 12:26,32.9359,-96.705,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
854,4/24/2022 12:26,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
868,4/24/2022 12:26,32.9352,-96.687,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
833,4/24/2022 12:26,32.9359,-96.705,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
632,4/24/2022 12:26,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
476,4/24/2022 12:26,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
855,4/24/2022 12:26,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
631,4/24/2022 12:26,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
630,4/24/2022 12:26,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
629,4/24/2022 12:26,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
628,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
627,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
626,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
477,4/24/2022 12:26,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
436,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
380,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
379,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
478,4/24/2022 12:26,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
403,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
79,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
816,4/24/2022 12:26,32.9354,-96.682,804,overcast clouds,04d,74.17,76,10000,12.66,IGNORE
78,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
851,4/24/2022 12:26,32.9381,-96.733,804,overcast clouds,04d,74.21,76,10000,12.66,IGNORE
171,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
77,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
74,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
317,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
316,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
154,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
402,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
220,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
315,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
367,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
366,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
314,4/24/2022 12:26,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
238,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
365,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
237,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
44,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
437,4/24/2022 12:27,32.9397,-96.764,804,overcast clouds,04d,74.28,75,10000,12.66,IGNORE
43,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
135,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
190,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
42,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
189,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
134,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
312,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
88,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
41,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
311,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
167,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
363,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
219,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
310,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
462,4/24/2022 12:27,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
463,4/24/2022 12:27,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
362,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
309,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
361,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
266,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
128,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
720,4/24/2022 12:27,32.9397,-96.764,804,overcast clouds,04d,74.28,75,10000,12.66,IGNORE
265,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
166,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
152,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
127,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
464,4/24/2022 12:27,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
783,4/24/2022 12:27,32.9352,-96.687,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
372,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
264,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
360,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
650,4/24/2022 12:27,32.9397,-96.764,804,overcast clouds,04d,74.28,75,10000,12.66,IGNORE
359,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
787,4/24/2022 12:27,32.935,-96.715,804,overcast clouds,04d,74.1,76,10000,12.66,IGNORE
545,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
440,4/24/2022 12:27,32.9354,-96.682,804,overcast clouds,04d,74.17,76,10000,12.66,IGNORE
358,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
546,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
547,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
357,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
548,4/24/2022 12:27,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
151,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
356,4/24/2022 12:27,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
355,4/24/2022 12:28,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
549,4/24/2022 12:28,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
550,4/24/2022 12:28,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
354,4/24/2022 12:28,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
400,4/24/2022 12:28,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
111,4/24/2022 12:28,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
221,4/24/2022 12:28,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
353,4/24/2022 12:28,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
399,4/24/2022 12:28,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
681,4/24/2022 12:28,32.9381,-96.733,804,overcast clouds,04d,74.21,76,10000,12.66,IGNORE
732,4/24/2022 12:28,32.9351,-96.748,804,overcast clouds,04d,74.19,75,10000,12.66,IGNORE
352,4/24/2022 12:28,32.9363,-96.742,804,overcast clouds,04d,74.23,76,10000,12.66,IGNORE
784,4/24/2022 12:28,32.9352,-96.687,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
691,4/24/2022 12:28,32.945,-96.761,804,overcast clouds,04d,74.21,75,10000,12.66,IGNORE
165,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
89,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
785,4/24/2022 12:28,32.9453,-96.725,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
819,4/24/2022 12:28,32.9454,-96.751,804,overcast clouds,04d,74.19,76,10000,12.66,IGNORE
150,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
351,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
733,4/24/2022 12:28,32.9454,-96.751,804,overcast clouds,04d,74.19,76,10000,12.66,IGNORE
149,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
834,4/24/2022 12:28,32.9459,-96.733,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
110,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
148,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
398,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
350,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
227,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
551,4/24/2022 12:28,32.9454,-96.751,804,overcast clouds,04d,74.19,76,10000,12.66,IGNORE
109,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
764,4/24/2022 12:28,32.9467,-96.695,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
349,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
786,4/24/2022 12:28,32.9453,-96.725,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
226,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
108,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
147,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
348,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
146,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
145,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
107,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
347,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
144,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
843,4/24/2022 12:28,32.945,-96.761,804,overcast clouds,04d,74.21,75,10000,12.66,IGNORE
106,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
225,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
143,4/24/2022 12:28,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
709,4/24/2022 12:28,32.9453,-96.725,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
527,4/24/2022 12:28,32.9484,-96.707,804,overcast clouds,04d,74.08,76,10000,12.66,IGNORE
502,4/24/2022 12:29,32.945,-96.761,804,overcast clouds,04d,74.21,75,10000,12.66,IGNORE
501,4/24/2022 12:29,32.945,-96.761,804,overcast clouds,04d,74.21,75,10000,12.66,IGNORE
142,4/24/2022 12:29,32.9459,-96.733,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
397,4/24/2022 12:29,32.9459,-96.733,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
503,4/24/2022 12:29,32.945,-96.761,804,overcast clouds,04d,74.21,75,10000,12.66,IGNORE
653,4/24/2022 12:29,32.945,-96.761,804,overcast clouds,04d,74.21,75,10000,12.66,IGNORE
652,4/24/2022 12:29,32.945,-96.761,804,overcast clouds,04d,74.21,75,10000,12.66,IGNORE
224,4/24/2022 12:29,32.9459,-96.733,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
346,4/24/2022 12:29,32.9451,-96.739,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
504,4/24/2022 12:29,32.945,-96.761,804,overcast clouds,04d,74.21,75,10000,12.66,IGNORE
506,4/24/2022 12:29,32.945,-96.761,804,overcast clouds,04d,74.21,75,10000,12.66,IGNORE
505,4/24/2022 12:29,32.945,-96.761,804,overcast clouds,04d,74.21,75,10000,12.66,IGNORE
105,4/24/2022 12:29,32.9459,-96.733,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
345,4/24/2022 12:29,32.9459,-96.733,804,overcast clouds,04d,74.16,76,10000,12.66,IGNORE
528,4/24/2022 12:29,32.9467,-96.695,804,overcast clouds,04d,74.14,76,10000,12.66,IGNORE
